pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,ra,dec
Kepler-872 b,1,1,Transit,2016,2.57885507,,1.99,,,,,5902,1.08,1.05,295.4174725,43.6056117
Kepler-873 b,1,1,Transit,2016,20.5533844,,3.75,,,,,6163,1.27,1.18,296.4031319,51.2712773
Kepler-874 b,1,1,Transit,2016,40.0686727,,3.94,,,,,6020,1.13,1.09,294.9568477,43.0142991
Kepler-875 b,1,1,Transit,2016,27.5073799,,2.9,,,,,5958,1.11,1.06,297.3012497,43.1418313
Kepler-876 b,1,1,Transit,2016,5.14438011,,1.43,,,,,5060,0.77,0.81,283.4781717,43.3837235
Kepler-877 b,1,1,Transit,2016,18.45847097,,2.12,,,,,5261,0.81,0.85,289.8591023,46.5227429
Kepler-878 b,1,1,Transit,2016,25.9422033,,1.93,,,,,5044,0.77,0.81,285.2962562,46.6034497
Kepler-879 b,1,1,Transit,2016,33.3855938,,2.57,,,,,5792,1.02,1.02,295.8065515,50.9097521
Kepler-88 d,1,3,Radial Velocity,2020,1403,,,965.147,0.41,,,5466,0.9,0.99,291.1481028,40.669413
Kepler-880 b,1,1,Transit,2016,7.71468975,,2.66,,,,,6761,1.74,1.46,281.9712347,43.6727839
Kepler-881 b,1,1,Transit,2016,4.44448017,,1.78,,,,,5961,1.09,1.06,288.9925529,46.6706513
Kepler-882 b,1,1,Transit,2016,3.98953967,,1.23,,,,,5476,0.87,0.9,294.6500256,43.3356106
Kepler-883 b,1,1,Transit,2016,12.98495573,,1.78,,,,,6116,1.09,1.06,286.433726,50.3002266
Kepler-884 b,1,1,Transit,2016,5.69919514,,1.23,,,,,5715,0.94,1,292.5844328,49.9232012
Kepler-885 b,1,1,Transit,2016,18.11472949,,2.5,,,,,6187,1.35,1.21,288.6615682,49.7371538
Kepler-886 b,1,1,Transit,2016,6.24146367,,1.52,,,,,6098,1.16,1.1,286.2717162,43.5952037
Kepler-887 b,1,2,Transit,2016,20.42228798,,1.84,,,,,6194,1.29,1.19,290.0907893,39.8169085
Kepler-887 c,1,2,Transit,2016,7.63846023,,1.13,,,,,6194,1.29,1.19,290.0907893,39.8169085
Kepler-888 b,1,1,Transit,2016,70.6979061,,1.76,,,,,5875,0.9,0.97,295.5212866,49.7386804
Kepler-889 b,1,1,Transit,2016,3.744439,,1.09,,,,,5961,1.25,1.14,291.467454,50.7595597
Kepler-890 b,1,1,Transit,2016,52.75875577,,8.89,,,,,5954,1.13,1.09,288.435718,43.7634712
Kepler-891 b,1,1,Transit,2016,53.44945593,,6.41,,,,,5887,1.07,1.06,291.0837644,40.3552252
Kepler-892 b,1,1,Transit,2016,13.7521072,,2.81,,,,,4747,0.72,0.75,283.1296399,43.8880983
Kepler-893 b,1,1,Transit,2016,6.33855761,,3.03,,,,,5820,0.99,1,284.9630591,43.9130282
Kepler-894 b,1,1,Transit,2016,9.803224,,2.78,,,,,5603,0.85,0.87,288.7340513,46.939363
Kepler-895 b,1,1,Transit,2016,2.80624233,,1.54,,,,,4315,0.61,0.65,289.2906978,51.4089936
Kepler-896 b,1,1,Transit,2016,144.547396,,2.53,,,,,5262,0.81,0.84,282.4391402,43.7344291
Kepler-897 b,1,1,Transit,2016,8.0472642,,2.39,,,,,5839,1.04,1.03,290.5867992,51.6957731
Kepler-898 b,1,1,Transit,2016,5.8706191,,1.49,,,,,4223,0.62,0.65,286.5854116,46.8708877
Kepler-899 b,1,1,Transit,2016,19.17891293,,2.68,,,,,5595,0.91,0.93,297.4825612,40.6807412
Kepler-9 b,1,3,Transit,2010,19.23891,0.143,8.29,43.4,0.0609,,,5774,0.96,1.02,285.5739904,38.4008192
Kepler-9 c,1,3,Transit,2010,38.9853,0.227,8.08,29.9,0.06691,,,5774,0.96,1.02,285.5739904,38.4008192
Kepler-9 d,1,3,Transit,2010,1.592851,0.0273,1.64,,,,2026,5777,1.02,1.07,285.5739904,38.4008192
Kepler-90 i,1,8,Transit,2017,14.44912,,1.32,,,,709,6015,1.29,1.12,284.4334642,49.3051239
Kepler-900 b,1,1,Transit,2016,6.9913086,,2.08,,,,,4836,0.73,0.78,296.177272,46.9989635
Kepler-901 b,1,1,Transit,2016,3.51749439,,1.37,,,,,4184,0.57,0.59,291.1528056,40.8876814
Kepler-902 b,1,1,Transit,2016,40.1099547,,2.54,,,,,5647,0.93,0.95,289.7317067,46.953875
Kepler-903 b,1,2,Transit,2016,10.3507721,,2.01,,,,,5682,0.97,0.98,288.7710137,40.6641771
Kepler-903 c,1,2,Transit,2016,62.9228557,,2.53,,,,,5682,0.97,0.98,288.7710137,40.6641771
Kepler-904 b,1,1,Transit,2016,3.02166863,,1.77,,,,,6160,1.25,1.16,288.8229001,40.38901
Kepler-905 b,1,1,Transit,2016,5.08274652,,1.41,,,,,5461,0.86,0.95,290.0511468,46.7134077
Kepler-906 b,1,1,Transit,2016,41.6979976,,2.11,,,,,6035,1.02,1.06,291.4055614,40.1254254
Kepler-907 b,1,1,Transit,2016,15.86621821,,1.2,,,,,6106,1.38,1.08,285.4764959,41.6326615
Kepler-908 b,3,1,Transit,2016,1.34059747,,1.22,,,,,5973,1.12,1.11,295.3225434,39.3764624
Kepler-909 b,1,1,Transit,2016,13.93290318,,1.47,,,,,6154,1.23,1.17,289.5063796,45.3709728
Kepler-91 b,1,1,Transit,2013,6.24658,0.0731,15.323,257.4423,,,2040,4550,6.3,1.31,285.6729033,44.1167513
Kepler-910 b,1,1,Transit,2016,2.36436901,,0.82,,,,,6230,1.5,1.26,296.0472937,42.7429414
Kepler-911 b,1,1,Transit,2016,20.310501,,2.6,,,,,6112,1.99,1.34,298.5891948,40.7506921
Kepler-912 b,1,1,Transit,2016,2.53475627,,2.8,,,,,5998,1.11,1.07,298.1111779,41.758324
Kepler-913 b,1,1,Transit,2016,10.29672521,,2.06,,,,,4687,0.61,0.63,297.5830564,41.9523531
Kepler-914 b,1,1,Transit,2016,4.40966548,,1.38,,,,,5877,1.15,1.1,290.4120774,44.8993227
Kepler-915 b,1,1,Transit,2016,4.59489604,,1.5,,,,,6173,1.38,1.21,290.5921293,45.7372184
Kepler-916 b,1,1,Transit,2016,32.2968798,,1.76,,,,,5248,0.81,0.85,290.9833818,45.9733334
Kepler-917 b,1,1,Transit,2016,2.97041437,,1.91,,,,,5418,0.76,0.8,299.0512562,47.9492677
Kepler-918 b,1,1,Transit,2016,4.85386933,,1.74,,,,,6028,1.14,1.11,298.2007268,48.2677925
Kepler-919 b,1,1,Transit,2016,11.04603384,,2.25,,,,,6113,1.21,1.15,298.1147862,48.4943834
Kepler-92 b,1,3,Transit,2013,13.749,,3.51,64.3,,,,,1.7,1.21,289.0860607,41.5630224
Kepler-92 c,1,3,Transit,2013,26.723,,2.6,6.1,,,,,1.7,1.21,289.0860607,41.5630224
Kepler-92 d,1,3,Transit,2015,49.3568,,2.067,,0.07,,,5904.34,1.82,1.07,289.0860607,41.5630224
Kepler-920 b,1,2,Transit,2016,6.53192704,,2.42,,,,,5403,0.85,0.89,284.2969363,49.1585983
Kepler-920 c,1,2,Transit,2016,100.8274113,,3.8,,,,,5403,0.85,0.89,284.2969363,49.1585983
Kepler-921 b,1,1,Transit,2016,51.300634,,2.87,,,,,5663,0.91,0.93,284.6162253,49.1907438
Kepler-922 b,1,1,Transit,2016,0.93846683,,1.42,,,,,5671,0.93,0.95,284.7316084,49.533149
Kepler-923 b,1,1,Transit,2016,6.93366476,,1.38,,,,,5988,1.26,1.11,294.1710831,40.0551372
Kepler-924 b,1,1,Transit,2016,61.0370117,,3.07,,,,,6167,1.23,1.14,290.6685136,40.3977086
Kepler-925 b,1,1,Transit,2016,33.8678531,,2.34,,,,,4673,0.72,0.77,290.1065581,40.4906242
Kepler-926 b,1,1,Transit,2016,52.0688601,,2.31,,,,,5806,1.01,1.01,289.6793396,40.7004265
Kepler-927 b,1,1,Transit,2016,9.1149903,,1.72,,,,,5743,0.99,0.99,289.3834807,41.3926651
Kepler-928 b,1,1,Transit,2016,3.9324613,,1.59,,,,,4700,0.7,0.73,289.920676,41.5427758
Kepler-929 b,1,1,Transit,2016,0.92103214,,1.11,,,,,5869,1.02,1.01,298.4811022,41.6152603
Kepler-93 b,1,2,Transit,2014,4.72674,,1.569,4.54426,0,,,5669,0.98,1.09,291.4181275,38.6723124
Kepler-93 c,1,2,Radial Velocity,2014,1460,,,954,,,,5669,0.92,0.91,291.4181275,38.6723124
Kepler-930 b,1,1,Transit,2016,71.4517775,,2.13,,,,,6335,1.4,1.25,298.3144494,42.2473698
Kepler-931 b,1,1,Transit,2016,8.03755877,,1.33,,,,,5241,0.81,0.86,297.1326937,42.7682885
Kepler-932 b,1,1,Transit,2016,1.9214374,,1.37,,,,,5331,0.84,0.87,296.9520797,43.2720233
Kepler-933 b,1,1,Transit,2016,14.20443009,,2.46,,,,,5346,0.84,0.87,289.5685257,43.5385438
Kepler-934 b,1,1,Transit,2016,55.6738309,,2.09,,,,,5001,0.77,0.81,290.2884494,43.7552623
Kepler-935 b,1,1,Transit,2016,4.88083852,,1.35,,,,,4830,0.73,0.78,295.0217193,46.6192011
Kepler-936 b,1,1,Transit,2016,10.56134221,,1.45,,,,,5482,0.89,0.92,293.5777958,46.7362953
Kepler-937 b,1,2,Transit,2016,67.668827,,3.72,,,,,6095,1.22,1.15,294.1688142,46.7146161
Kepler-937 c,1,2,Transit,2016,153.343364,,2.67,,,,,6095,1.22,1.15,294.1688142,46.7146161
Kepler-938 b,1,1,Transit,2016,52.6298417,,2.22,,,,,5533,0.89,0.92,294.7890593,46.9839352
Kepler-939 b,1,1,Transit,2016,14.878296,,1.75,,,,,5471,0.85,0.88,293.8656181,47.0268148
Kepler-94 b,1,2,Transit,2014,2.50806,,3.51,10.84,,,,4781,0.76,0.81,281.1947316,47.4972606
Kepler-94 c,1,2,Radial Velocity,2014,820.3,,,3126,,,,4781,0.76,0.81,281.1947316,47.4972606
Kepler-940 b,1,1,Transit,2016,59.6225257,,3.34,,,,,5769,0.96,0.97,294.2413053,47.2759642
Kepler-941 b,1,1,Transit,2016,17.42395198,,3.08,,,,,5539,0.86,0.89,294.3262617,47.2175461
Kepler-942 b,1,1,Transit,2016,44.96417488,,2.13,,,,,4861,0.75,0.81,294.9550809,44.1499518
Kepler-943 b,1,1,Transit,2016,49.7701438,,5.93,,,,,5612,0.91,0.93,284.2739322,41.5349809
Kepler-944 b,1,1,Transit,2016,43.3167737,,2.63,,,,,5409,0.83,0.86,293.6012911,42.379791
Kepler-945 b,1,1,Transit,2016,31.0033814,,2.63,,,,,5718,0.97,0.97,291.2697354,42.0960305
Kepler-946 b,1,1,Transit,2016,11.79162572,,1.93,,,,,5665,0.93,0.94,300.9295551,44.028671
Kepler-947 b,1,1,Transit,2016,26.9644317,,2.28,,,,,5508,0.87,0.9,294.3667312,42.2526408
Kepler-948 b,1,1,Transit,2016,7.76846622,,1.85,,,,,5679,0.94,0.96,293.3002774,41.5233244
Kepler-949 b,1,1,Transit,2016,8.6893073,,2.91,,,,,5403,0.86,0.89,298.6079128,46.45366
Kepler-95 b,1,1,Transit,2014,11.5231,,3.42,13,,,,5699,1.41,1.08,284.4824281,44.397891
Kepler-950 b,1,1,Transit,2016,98.7180406,,8.98,,,,,5857,1.02,1.02,287.9565768,41.1302834
Kepler-951 b,2,1,Transit,2016,71.52530845,,5.59,,,,,4834,0.73,0.77,287.7375794,38.1146488
Kepler-952 b,1,1,Transit,2016,130.3546919,,7.65,,,,,5730,0.99,1,285.3718781,41.9938697
Kepler-953 b,1,2,Transit,2016,88.40655258,,4.21,,,,,5416,0.99,0.95,288.9716297,44.6246451
Kepler-953 c,1,2,Transit,2016,9.10967112,,1.19,,,,,5416,0.99,0.95,288.9716297,44.6246451
Kepler-954 b,1,1,Transit,2016,16.78176602,,2.32,,,,,4990,0.76,0.82,295.8594318,47.9396001
Kepler-955 b,1,1,Transit,2016,14.53244172,,3.13,,,,,5350,0.84,0.89,288.4714969,40.2698157
Kepler-956 b,1,1,Transit,2016,5.24867263,,3,,,,,6040,1.15,1.1,292.5308289,49.0616555
Kepler-957 b,1,1,Transit,2016,5.90741354,,5.5,,,,,4963,0.75,0.81,290.1563633,48.818971
Kepler-958 b,1,1,Transit,2016,9.7678805,,2.06,,,,,5421,0.86,0.91,287.2566578,46.0667247
Kepler-959 b,1,1,Transit,2016,14.80074836,,4.38,,,,,7005,2.01,1.6,292.171185,40.8113849
Kepler-96 b,1,1,Transit,2014,16.2385,,2.67,8.46,,,,5690,1.02,1,297.0698263,40.5252039
Kepler-960 b,1,1,Transit,2016,3.12686223,,2.29,,,,,4755,0.72,0.77,281.4572217,46.7465538
Kepler-961 b,1,1,Transit,2016,16.87727414,,2.55,,,,,5582,0.9,0.96,282.0354942,43.6312491
Kepler-962 b,1,1,Transit,2016,12.05707239,,1.97,,,,,5478,0.86,0.93,295.3131906,46.2375024
Kepler-963 b,1,1,Transit,2016,9.97683705,,2.66,,,,,5461,0.87,0.91,296.7529742,45.0411049
Kepler-964 b,1,1,Transit,2016,13.5225106,,2.12,,,,,5427,0.84,0.93,295.300065,40.5565792
Kepler-965 b,1,1,Transit,2016,134.2527298,,3.38,,,,,5886,1.15,1.05,298.5153169,41.8912305
Kepler-966 b,1,1,Transit,2016,99.747622,,4.13,,,,,5840,1.02,1.02,297.270576,50.1218365
Kepler-967 b,1,2,Transit,2016,13.22713379,,2.35,,,,,5178,0.8,0.84,286.5580128,38.4052418
Kepler-967 c,1,2,Transit,2016,198.7112502,,3.65,,,,,5178,0.8,0.84,286.5580128,38.4052418
Kepler-968 b,1,2,Transit,2016,3.69298373,,2,,,,,4598,0.7,0.76,285.6025889,50.1120401
Kepler-968 c,1,2,Transit,2016,5.70940492,,1.69,,,,,4598,0.7,0.76,285.6025889,50.1120401
Kepler-969 b,1,2,Transit,2016,34.1731714,,2.07,,,,,5214,0.82,0.92,288.3724989,47.9335642
Kepler-969 c,1,2,Transit,2016,1.6829346,,0.99,,,,,5214,0.82,0.92,288.3724989,47.9335642
Kepler-97 b,1,2,Transit,2014,2.58664,,1.48,3.51,,,,5779,0.98,0.94,287.3265292,48.6733443
Kepler-97 c,1,2,Radial Velocity,2014,789,,,344,,,,5779,0.98,0.94,287.3265292,48.6733443
Kepler-970 b,2,1,Transit,2016,16.73652231,,2.77,,,,,4511,0.67,0.7,289.6252192,40.7087351
Kepler-971 b,1,1,Transit,2016,9.59070716,,2.13,,,,,5431,0.85,0.88,284.0945699,41.1828131
Kepler-972 b,1,1,Transit,2016,7.03932553,,4.65,,,,,6146,1.22,1.15,295.828679,43.4254371
Kepler-973 b,1,1,Transit,2016,49.6077331,,1.96,,,,,5213,0.78,0.86,290.1653203,49.9238126
Kepler-974 b,1,1,Transit,2016,4.19449651,,1.57,,,,,3687,0.5,0.52,285.0131082,40.2209547
Kepler-975 b,1,1,Transit,2016,1.97034246,,1.48,,,,,4897,0.75,0.8,290.54851,38.4952415
Kepler-976 b,1,1,Transit,2016,105.9564148,,3.96,,,,,5232,0.83,0.87,289.8696232,46.7296855
Kepler-977 b,1,1,Transit,2016,26.85328322,,2.62,,,,,5315,0.83,0.87,291.5161959,42.2480736
Kepler-978 b,1,1,Transit,2016,49.6221509,,2.99,,,,,6002,1.09,1.07,286.7107166,43.0433585
Kepler-979 b,1,1,Transit,2016,8.0880135,,2.72,,,,,5310,0.83,0.87,300.3712023,46.4081872
Kepler-98 b,1,1,Transit,2014,1.54168,,1.99,3.55,,,,5539,1.11,0.99,285.6616933,37.9645672
Kepler-980 b,1,1,Transit,2016,11.55102504,,2.67,,,,,5935,1.06,1.05,294.6129869,45.060174
Kepler-981 b,1,1,Transit,2016,4.46975774,,2.31,,,,,5718,0.96,0.98,289.2489051,47.6501141
Kepler-982 b,1,1,Transit,2016,15.7738221,,2.25,,,,,6139,1.29,1.16,288.4176803,46.5904531
Kepler-983 b,1,1,Transit,2016,60.0855082,,2.36,,,,,6052,1.08,1.13,285.1042243,45.0080745
Kepler-984 b,1,1,Transit,2016,43.0342272,,2.12,,,,,5610,0.93,0.96,296.9588566,46.3940661
Kepler-985 b,1,1,Transit,2016,116.331901,,2.98,,,,,5434,0.85,0.91,290.144339,44.0498808
Kepler-986 b,1,1,Transit,2016,56.4349938,,2.36,,,,,5642,0.98,0.96,293.0940391,42.8964457
Kepler-987 b,1,1,Transit,2016,105.3033148,,3.26,,,,,5637,0.91,0.97,289.4110582,46.1308443
Kepler-988 b,1,1,Transit,2016,17.76080053,,2.07,,,,,4005,0.53,0.55,290.7082585,42.2372245
Kepler-989 b,1,1,Transit,2016,7.96431535,,2.21,,,,,5074,0.78,0.82,281.5827983,47.2334674
Kepler-99 b,2,1,Transit,2014,4.60358,,1.48,6.15,,,,4782,0.73,0.79,297.3539994,41.3000452
Kepler-990 b,1,2,Transit,2016,9.91723428,,2.6,,,,,5948,1.08,1.05,297.9381813,46.8813194
Kepler-990 c,1,2,Transit,2016,0.53835431,,1.53,,,,,5948,1.08,1.05,297.9381813,46.8813194
Kepler-991 b,1,1,Transit,2016,82.5342519,,2.54,,,,,4392,0.61,0.64,297.0905543,49.6264867
Kepler-992 b,1,1,Transit,2016,20.16034462,,1.62,,,,,4944,0.74,0.8,284.4304085,47.6416613
Kepler-993 b,1,1,Transit,2016,22.08557563,,2.97,,,,,3843,0.54,0.57,292.6141076,44.3946644
Kepler-994 b,1,1,Transit,2016,1.15116651,,1.6,,,,,3934,0.54,0.56,289.0720752,47.406918
Kepler-995 b,1,1,Transit,2016,28.26731672,,2.7,,,,,5206,0.8,0.83,284.6157154,39.130998
Kepler-996 b,1,1,Transit,2016,3.77059058,,1.98,,,,,6014,1.14,1.09,291.9127633,41.5335891
Kepler-997 b,1,1,Transit,2016,2.70730672,,1.36,,,,,6150,1.56,1.22,289.2333767,49.9388952
Kepler-998 b,1,1,Transit,2016,5.65377733,,2.32,,,,,6058,1.18,1.12,296.7541629,49.2087085
Kepler-999 b,1,1,Transit,2016,5.99185702,,2.34,,,,,6237,1.65,1.29,299.6604865,46.1984679
L 168-9 b,1,1,Transit,2020,1.4015,0.02091,1.39,4.6,0.21,,965,3800,0.6,0.62,350.0285917,-60.0657292
L 98-59 b,1,3,Transit,2019,2.2531,0.02282,0.8,1.01,0.12,,610,3412,0.31,0.31,124.5328604,-68.3144658
L 98-59 c,1,3,Transit,2019,3.6904,0.0317,1.35,2.42,0.07,,517,3412,0.31,0.31,124.5328604,-68.3144658
L 98-59 d,1,3,Transit,2019,7.4512,0.0506,1.57,2.31,0.09,,409,3412,0.31,0.31,124.5328604,-68.3144658
LHS 1140 b,1,2,Transit,2017,24.736959,0.0936,1.727,6.98,0.06,0.5,235,3216,0.21,0.18,11.248632,-15.2741085
LHS 1140 c,1,2,Transit,2018,3.777931,0.02675,1.282,1.81,0.31,6.16,438,3216,0.21,0.18,11.248632,-15.2741085
LHS 1478 b,1,1,Transit,2021,1.9495378,0.01848,1.242,2.33,,,595,3381,0.25,0.24,44.3388743,76.5514045
LHS 1815 b,1,1,Transit,2020,3.81433,0.0404,1.088,8.7,0,,617,3643,0.5,0.5,91.0899861,-55.3115376
LHS 3844 b,1,1,Transit,2019,0.46292913,0.00622,1.303,,,70.1,805,3036,0.19,0.15,340.4962038,-69.1721081
LP 714-47 b,1,1,Transit,2020,4.052037,0.0417,4.7,30.8,0.04,,700,3950,0.58,0.59,64.1902212,-12.0848643
LP 791-18 b,1,2,Transit,2019,0.948005,0.00969,1.12,,0,21.5,650,2960,0.17,0.14,165.6904843,-16.4064445
LP 791-18 c,1,2,Transit,2019,4.989963,0.029392,2.31,,0,2.35,370,2960,0.17,0.14,165.6904843,-16.4064445
LSPM J2116+0234 b,1,1,Radial Velocity,2019,14.4399,0.0876,,13.3,0.183,,,3475,0.43,0.43,319.1147513,2.5807711
LTT 1445 A b,3,1,Transit,2019,5.35882,0.03807,1.38,2.2,0.19,,433,3337,0.28,0.26,45.4624781,-16.5944956
LTT 3780 b,2,2,Transit,2020,0.768448,0.01211,1.332,2.62,0,106,892,3331,0.37,0.4,154.6449033,-11.717801
LTT 3780 c,2,2,Transit,2020,12.2519,0.07673,2.3,8.6,0.06,2.63,353,3331,0.37,0.4,154.6449033,-11.717801
LTT 9779 b,1,1,Transit,2020,0.792052,0.01679,4.72,29.32,0,,1978,5443,0.95,0.77,358.6688767,-37.6282237
LkCa 15 b,1,2,Imaging,2015,,14.7,,,,,,4194,1.61,,69.8241791,22.3508662
LkCa 15 c,1,2,Imaging,2015,,18.6,,,,,,4194,1.61,,69.8241791,22.3508662
Lupus-TR-3 b,1,1,Transit,2007,3.91405,0.0464,9.976,257.431,0,,,5000,0.82,0.87,232.5774696,-42.9799461
MASCARA-1 b,1,1,Transit,2017,2.14878,0.043,16.814,1175.971,0,,2570,7554,2.1,1.72,317.5515264,10.7388967
MASCARA-4 b,2,1,Transit,2020,2.82406,0.047,17.15,985.273,0,,2100,7800,1.92,1.75,147.5800667,-66.1139253
MOA-2007-BLG-192L b,1,1,Microlensing,2008,,0.62,,3.3,,,,,,0.06,272.015825,-27.150075
MOA-2007-BLG-400L b,1,1,Microlensing,2008,,6.5,,260,,,103,,,0.3,272.424917,-29.2241528
MOA-2008-BLG-310L b,1,1,Microlensing,2009,,1.1,,23.4,,,,,,0.21,268.560542,-34.7780528
MOA-2008-BLG-379L b,1,1,Microlensing,2013,,2.7,,1300,,,,,,0.56,269.706,-30.1969306
MOA-2009-BLG-266L b,1,1,Microlensing,2011,2774,3.2,,10.4,,,,,,0.56,267.008125,-35.0054111
MOA-2009-BLG-319L b,1,1,Microlensing,2010,,2.03,,67.3,,,,,,0.52,271.742208,-26.8196917
MOA-2009-BLG-387L b,1,1,Microlensing,2010,1982,1.8,,830,,,,,,0.19,268.461625,-33.9903333
MOA-2010-BLG-073L b,1,1,Microlensing,2012,,1.21,,3500,,,,,,0.16,272.547258,-26.5229319
MOA-2010-BLG-117L b,1,1,Microlensing,2018,,2.42,,170,,,,,,0.58,271.95697,-25.3446388
MOA-2010-BLG-328L b,1,1,Microlensing,2013,,0.92,,9.2,,,,,,0.11,269.496333,-30.715175
MOA-2010-BLG-353L b,1,1,Microlensing,2015,,1.72,,86,,,,,,0.18,271.303917,-27.2932333
MOA-2010-BLG-477L b,1,1,Microlensing,2012,,2,,480,,,,5950,,0.67,271.531006,-31.4544773
MOA-2011-BLG-028L b,1,1,Microlensing,2016,,4.14,,30,,,,,,0.75,270.854,-29.2134167
MOA-2011-BLG-262L b,1,1,Microlensing,2014,,0.95,,17,,,,,,0.11,270.097833,-31.2452583
MOA-2011-BLG-291L b,1,1,Microlensing,2018,,0.69,,18,,,,,,0.15,268.867889,-29.1706657
MOA-2011-BLG-293L b,1,1,Microlensing,2012,,1.1,,1500,,,,,,0.86,268.913958,-28.4768472
MOA-2011-BLG-322L b,1,1,Microlensing,2013,,4.3,,3690,,,,,,0.39,271.223333,-27.2209444
MOA-2012-BLG-006L b,1,1,Microlensing,2017,,10.2,,2700,,,,,,0.49,270.442963,-29.108778
MOA-2012-BLG-505L b,1,1,Microlensing,2017,,0.9,,6.7,,,,,,0.1,268.143097,-32.0400925
MOA-2013-BLG-220L b,1,1,Microlensing,2014,,3.03,,871,,,,,,0.88,270.985417,-29.5447222
MOA-2013-BLG-605L b,1,1,Microlensing,2016,,0.93,,3.24,,,,,,0.02,272.019257,-29.7315826
MOA-2015-BLG-337L b,1,1,Microlensing,2018,,0.24,,33.7,,,,,,0.01,271.9487,-28.1702785
MOA-2016-BLG-227L b,1,1,Microlensing,2017,,1.39,,890,,,,,,0.29,271.473755,-27.7142868
MOA-2016-BLG-319L b,1,1,Microlensing,2018,,0.95,,200,,,,,,0.15,268.742218,-29.7504635
MOA-bin-1L b,1,1,Microlensing,2012,,8.3,,1200,,,,,,0.75,261.7925,-29.7939722
MOA-bin-29 b,1,1,Microlensing,2019,,0.48,,190,,,,,,0.03,269.3759583,-29.7365639
MXB 1658-298 b,2,1,Eclipse Timing Variations,2017,760,1.613,,7532.571,,,,,,,255.5272522,-29.9455833
NGC 2682 Sand 364 b,1,1,Radial Velocity,2014,121.71,0.53,,2126.2827,0.35,,,4284,39.59,9.06,132.4866957,11.6924845
NGC 2682 Sand 978 b,1,1,Radial Velocity,2017,511.21,,,692.8694,0.16,,,4200,,1.37,132.8228085,11.7562959
NGC 2682 YBP 1194 b,1,1,Radial Velocity,2014,6.959,,,101.7056,0.3,,,5780,,1.01,132.7533077,11.8146537
NGC 2682 YBP 1514 b,1,1,Radial Velocity,2014,5.118,,,127.132,0.28,,,5725,,0.96,132.7531307,11.8865128
NGC 2682 YBP 401 b,1,1,Radial Velocity,2016,4.087,,,146.2018,0.15,,,6165,,1.14,132.8293081,11.6710271
NGTS-1 b,1,1,Transit,2017,2.647298,0.0326,14.908,258.07796,0.016,65.3,790,3916,0.57,0.62,82.7142134,-36.6309812
NGTS-10 b,1,1,Transit,2020,0.7668944,0.0143,13.507,687.14846,0,,1332,4600,0.7,0.7,91.8722801,-25.5948963
NGTS-11 b,1,1,Transit,2020,35.45533,0.201,9.158,109.33352,0.13,,435,5050,0.83,0.86,23.5214497,-14.4191493
NGTS-12 b,1,1,Transit,2020,7.532806,0.0757,11.747,66.10864,0,416,1257,5690,1.59,1.02,176.2499418,-35.640563
NGTS-13 b,1,1,Transit,2021,4.119027,0.0549,12.801,1538.2972,0.086,1096,1605,5819,1.79,1.3,176.2402326,-38.1397158
NGTS-14 A b,2,1,Transit,2021,3.5357173,0.0403,4.977,29.24036,0,,1143,5187,0.84,0.9,328.5174799,-38.3774193
NGTS-15 b,1,1,Transit,2021,3.27623,0.0441,12.33,238.68913,0,425,1146,5600,0.95,0.99,73.3553101,-32.8003484
NGTS-16 b,1,1,Transit,2021,4.84532,0.0523,14.572,211.99155,0,480,1177,5550,1.21,1,58.2639299,-30.8046405
NGTS-17 b,1,1,Transit,2021,3.24253,0.0391,13.899,242.8209,0,1160,1457,5650,1.34,1.02,72.9005729,-34.2262128
NGTS-18 b,1,1,Transit,2021,3.05125,0.0448,13.563,129.99182,0,845,1381,5610,1.39,1,180.5462193,-35.5486091
NGTS-2 b,1,1,Transit,2018,4.511164,0.063,17.878,235.1942,0,,1468,6478,1.7,1.64,215.1227617,-31.2020698
NGTS-3 A b,2,1,Transit,2018,1.6753728,0.023,16.589,756.4354,,,,5600,0.93,1.02,94.4447595,-35.706364
NGTS-4 b,1,1,Transit,2019,1.3373508,0.019,3.18,20.6,0,,1650,5143,0.84,0.75,89.5988945,-30.8117992
NGTS-5 b,1,1,Transit,2019,3.3569866,0.0382,12.733,72.78307,0,,952,4987,0.74,0.66,221.0582692,5.6053735
NGTS-6 b,1,1,Transit,2019,0.882059,0.01677,14.863,425.57437,0,,1284,4730,0.75,0.77,75.795382,-30.3994612
NGTS-8 b,1,1,Transit,2019,2.4997,0.035,12.218,295.5819,0.01,503,1345,5241,0.98,0.89,328.9759206,-14.0684399
NGTS-9 b,1,1,Transit,2019,4.43527,0.058,11.994,921.707,0.06,729,1448,6330,1.38,1.34,141.9206435,-19.3476477
NN Ser c,2,2,Eclipse Timing Variations,2010,5573.55,5.35,,2329.6,0.08,,,,,,238.2337015,12.9120871
NN Ser d,2,2,Eclipse Timing Variations,2010,2883.5,3.43,,731,0.19,,,,,,238.2337015,12.9120871
NSVS 14256825 b,2,1,Eclipse Timing Variations,2019,3225,3.12,,4497.2945,0.12,,,40000,0.19,0.42,305.001946,4.6323715
NY Vir b,2,2,Eclipse Timing Variations,2011,3160,,,845.4278,0.15,,,32780,0.15,0.46,204.7005847,-2.0303873
