pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,ra,dec
Kepler-1449 b,1,1,Transit,2016,13.2274528,,1.68,,,,,5979,1.1,1.08,288.2317293,50.5678345
Kepler-145 b,1,2,Transit,2013,22.951,,2.65,37.1,,,,,1.85,1.32,291.3877397,44.5290465
Kepler-145 c,1,2,Transit,2013,42.882,,4.32,79.4,,,,,1.85,1.32,291.3877397,44.5290465
Kepler-1450 b,1,1,Transit,2016,54.5094166,,1.71,,,,,4524,0.68,0.71,294.5536825,45.0813011
Kepler-1451 b,1,1,Transit,2016,35.622233,,3.35,,,,,5782,0.99,1,293.4464227,40.4098813
Kepler-1452 b,1,1,Transit,2016,42.913751,,2.7,,,,,6101,2.06,1.41,292.422792,38.2662824
Kepler-1453 b,1,1,Transit,2016,47.1611696,,2.67,,,,,5665,0.94,0.97,286.1255037,47.9475586
Kepler-1454 b,1,1,Transit,2016,47.0319479,,1.88,,,,,5448,0.86,0.9,284.2233265,48.8317229
Kepler-1455 b,1,1,Transit,2016,49.276764,,2.16,,,,,4075,0.6,0.62,294.0830662,50.5027572
Kepler-1456 b,1,1,Transit,2016,18.1373829,,1.14,,,,,4231,0.62,0.64,286.9453381,43.8228023
Kepler-1457 b,1,1,Transit,2016,51.1110243,,1.99,,,,,5866,1.01,1.01,283.7705481,42.027203
Kepler-1458 b,1,1,Transit,2016,47.9872764,,2.76,,,,,5653,0.94,0.96,283.2115971,41.0380135
Kepler-1459 b,1,1,Transit,2016,62.8691611,,1.36,,,,,4828,0.74,0.78,282.4229401,46.0139761
Kepler-146 b,1,2,Transit,2014,31.158799,0.2,3.71,,,,,5948,1.21,,294.1107631,38.7102222
Kepler-146 c,1,2,Transit,2014,76.732171,0.364,3.13,,,,,5948,1.21,,294.1107631,38.7102222
Kepler-1460 b,1,1,Transit,2016,29.9633247,,1.96,,,,,4422,0.67,0.7,285.5577888,44.0108221
Kepler-1461 b,1,1,Transit,2016,29.3494775,,2.03,,,,,4919,0.74,0.79,285.8305091,43.198377
Kepler-1462 b,1,1,Transit,2016,65.6488341,,3.82,,,,,5756,1,1,296.397542,42.3969273
Kepler-1463 b,1,1,Transit,2016,25.15864,,1.86,,,,,5679,0.95,0.96,294.4872785,42.0069064
Kepler-1464 b,1,2,Transit,2016,31.7785901,,1.66,,,,,5828,1.01,1.02,287.2356828,38.7540824
Kepler-1464 c,1,2,Transit,2016,5.32786292,,1,,,,,5828,1.01,1.02,287.2356828,38.7540824
Kepler-1465 b,1,1,Transit,2016,31.8277111,,1.77,,,,,4726,0.71,0.75,289.8194222,51.9048541
Kepler-1466 b,1,1,Transit,2016,31.1750448,,1.55,,,,,5884,1.02,1.01,289.8312418,44.6098415
Kepler-1467 b,1,1,Transit,2016,47.0569043,,3.3,,,,,5332,0.82,0.86,295.0485389,45.3426781
Kepler-1468 b,1,2,Transit,2016,8.23984869,,1.73,,,,,5893,1.05,1.04,293.5198289,41.2773671
Kepler-1468 c,1,2,Transit,2016,3.54553021,,1.15,,,,,5893,1.05,1.04,293.5198289,41.2773671
Kepler-1469 b,1,1,Transit,2016,21.8635301,,2.8,,,,,5507,0.89,0.92,293.8213286,39.3913385
Kepler-147 b,1,2,Transit,2014,12.610584,0.113,1.53,,,,,6012,1.47,,287.9757213,39.087168
Kepler-147 c,1,2,Transit,2014,33.416423,0.216,2.43,,,,,6012,1.47,,287.9757213,39.087168
Kepler-1470 b,1,1,Transit,2016,16.2950903,,1.07,,,,,4961,0.76,0.8,288.6949475,39.8830802
Kepler-1471 b,1,1,Transit,2016,3.63899398,,1.41,,,,,5660,0.93,0.95,289.6649171,50.0200612
Kepler-1472 b,1,1,Transit,2016,38.1312831,,1.9,,,,,6159,1.25,1.16,294.8526163,49.0574468
Kepler-1473 b,1,1,Transit,2016,14.4273551,,1.19,,,,,6046,1.09,1.09,290.6365144,48.9961494
Kepler-1474 b,1,1,Transit,2016,36.4333452,,2.16,,,,,5870,1.04,1.04,294.6940261,45.866809
Kepler-1475 b,1,1,Transit,2016,82.177374,,2.92,,,,,6214,1.28,1.18,295.9482766,44.753096
Kepler-1476 b,1,1,Transit,2016,10.35863224,,1.67,,,,,5663,0.96,0.98,284.5320743,43.9898971
Kepler-1477 b,1,1,Transit,2016,11.55530021,,1.18,,,,,5100,0.78,0.81,281.2985305,42.6856727
Kepler-1478 b,1,1,Transit,2016,26.0840594,,1.73,,,,,5904,1.06,1.04,293.1650085,41.746184
Kepler-1479 b,1,1,Transit,2016,14.53261362,,1.83,,,,,5796,0.98,0.99,285.7119953,49.7067574
Kepler-148 b,1,3,Transit,2014,1.729366,0.028,1.8,,,,,5272,0.85,,289.7861626,46.8588176
Kepler-148 c,1,3,Transit,2014,4.180043,0.05,3.6,,,,,5272,0.85,,289.7861626,46.8588176
Kepler-148 d,1,3,Transit,2016,51.84688575,,8.68,,,,,5172,0.81,0.86,289.7861626,46.8588176
Kepler-1480 b,2,1,Transit,2016,22.12679948,,1.67,,,,,5156,0.81,0.85,291.9998055,49.3018321
Kepler-1481 b,1,1,Transit,2016,5.94220998,,1.23,,,,,4908,0.75,0.8,289.4390075,49.7312226
Kepler-1482 b,1,1,Transit,2016,12.25383217,,1.01,,,,,5381,0.84,0.88,285.3138209,48.72527
Kepler-1483 b,1,1,Transit,2016,9.5085156,,1.52,,,,,6337,1.4,1.25,295.4097409,42.1507935
Kepler-1484 b,1,1,Transit,2016,30.4549136,,2.11,,,,,5730,0.92,0.94,292.6842738,38.1262604
Kepler-1485 b,1,1,Transit,2016,19.9157725,,1.47,,,,,6087,1.12,1.11,298.0954404,44.7370612
Kepler-1486 b,1,1,Transit,2016,54.6495759,,2.32,,,,,5965,1.12,1.08,290.5903907,45.4396955
Kepler-1487 b,1,1,Transit,2016,7.31946363,,2.13,,,,,6541,1.63,1.38,295.4980737,38.6444499
Kepler-1488 b,1,1,Transit,2016,39.8189932,,1.86,,,,,5820,1.31,1.05,286.6464265,49.9377735
Kepler-1489 b,1,1,Transit,2016,82.294751,,1.77,,,,,5655,0.9,0.93,281.2957984,44.4654063
Kepler-149 b,1,3,Transit,2014,29.198943,0.184,4.21,,,,,5381,0.95,,285.8537014,38.3840916
Kepler-149 c,1,3,Transit,2014,55.328328,0.281,1.61,,,,,5381,0.95,,285.8537014,38.3840916
Kepler-149 d,1,3,Transit,2014,160.018032,0.571,3.96,,,,,5381,0.95,,285.8537014,38.3840916
Kepler-1490 b,1,1,Transit,2016,92.4362973,,3.04,,,,,5515,0.87,0.9,295.6935734,42.6094543
Kepler-1491 b,1,1,Transit,2016,16.5861762,,1.51,,,,,5728,0.99,1,293.6297645,45.7406293
Kepler-1492 b,1,1,Transit,2016,16.75255007,,1.49,,,,,4712,0.72,0.77,288.5970695,41.0363254
Kepler-1493 b,1,1,Transit,2016,15.0217983,,1.41,,,,,5863,1.29,1.06,288.5493683,38.5651973
Kepler-1494 b,1,1,Transit,2016,91.080482,,3.07,,,,,5659,0.94,0.96,282.6573891,43.1625334
Kepler-1495 b,1,1,Transit,2016,85.273256,,2.94,,,,,5831,1.04,1.03,286.1306907,38.7795494
Kepler-1496 b,1,1,Transit,2016,64.6588017,,2.22,,,,,6182,1.27,1.18,293.9739359,45.3507167
Kepler-1497 b,1,1,Transit,2016,8.74199772,,1.66,,,,,5675,0.95,0.96,296.196155,45.6343124
Kepler-1498 b,1,1,Transit,2016,48.051405,,1.33,,,,,5256,0.81,0.86,284.7780883,44.9167513
Kepler-1499 b,1,1,Transit,2016,44.2008,,1.19,,,,,5097,0.78,0.82,283.986348,41.6505091
Kepler-15 b,1,1,Transit,2011,4.942782,0.05714,10.76,209.76,0.06,,,5515,0.99,1.02,296.2005506,49.1400304
Kepler-150 b,1,5,Transit,2014,3.428054,0.044,1.25,,,,,5560,0.94,,288.2341025,40.520897
Kepler-150 c,1,5,Transit,2014,7.381998,0.073,3.69,,,,,5560,0.94,,288.2341025,40.520897
Kepler-150 d,1,5,Transit,2014,12.56093,0.104,2.79,,,,,5560,0.94,,288.2341025,40.520897
Kepler-150 e,1,5,Transit,2014,30.826557,0.189,3.12,,,,,5560,0.94,,288.2341025,40.520897
Kepler-150 f,1,5,Transit,2017,637.2093,1.24,3.64,,,,,5528,0.91,0.97,288.2341025,40.520897
Kepler-1500 b,1,1,Transit,2016,15.0330105,,1.2,,,,,5845,1,1,288.883474,39.7446547
Kepler-1501 b,1,1,Transit,2016,14.5564533,,1.56,,,,,6229,1.3,1.2,289.918589,42.001428
Kepler-1502 b,1,1,Transit,2016,41.7083629,,3.18,,,,,6666,1.72,1.44,296.1079271,39.3199201
Kepler-1503 b,1,1,Transit,2016,96.16987,,2.27,,,,,5069,0.74,0.77,293.7271604,42.8067119
Kepler-1504 b,1,1,Transit,2016,82.304003,,2.13,,,,,5393,0.81,0.85,289.7119947,50.1282265
Kepler-1505 b,1,1,Transit,2016,30.8609366,,0.93,,,,,5686,0.86,0.93,292.0020614,41.7869639
Kepler-1506 b,1,1,Transit,2016,14.0329154,,1.32,,,,,5676,0.93,0.95,290.1498822,41.4645625
Kepler-1507 b,1,1,Transit,2016,16.0506213,,0.84,,,,,5410,0.85,0.89,288.5616269,46.5361247
Kepler-1508 b,1,1,Transit,2016,20.7056504,,1.33,,,,,6158,1.22,1.14,298.1188802,40.3750316
Kepler-1509 b,1,1,Transit,2016,25.4338197,,1.85,,,,,5780,0.99,1,283.7977792,46.9310139
Kepler-151 b,1,2,Transit,2014,15.228958,0.116,3.06,,,,,5460,0.83,,292.1627933,41.0231947
Kepler-151 c,1,2,Transit,2014,24.674612,0.16,2.09,,,,,5460,0.83,,292.1627933,41.0231947
Kepler-1510 b,1,1,Transit,2016,84.703921,,3.36,,,,,6200,1.28,1.19,298.9591432,48.2578295
Kepler-1511 b,1,1,Transit,2016,23.2382792,,1.68,,,,,6064,1.29,1.17,288.4211892,43.179773
Kepler-1512 b,1,1,Transit,2016,20.35972599,,1.18,,,,,4372,0.67,0.73,289.2744976,44.4704056
Kepler-1513 b,1,1,Transit,2016,160.8846509,,8.46,,,,,5617,0.97,0.99,289.7917561,39.2852655
Kepler-1514 b,1,2,Transit,2016,217.83184,0.753,12.42,1678.1424,0.401,3.23,388,6145,1.29,1.2,292.6274943,37.8601653
Kepler-1514 c,1,2,Transit,2020,10.514181,0.0997,1.176,,0.32,193,1066,6145,1.29,1.2,292.6274943,37.8601653
Kepler-1515 b,1,1,Transit,2016,214.3114164,,9.55,,,,,6511,1.41,1.3,290.9739057,48.1782059
Kepler-1516 b,1,1,Transit,2016,7.25931979,,1.75,,,,,5904,1.07,1.04,291.4945795,44.5234227
Kepler-1517 b,1,1,Transit,2016,5.54608367,,9.76,,,,,7010,1.95,1.58,287.8072115,43.1888008
Kepler-1518 b,1,1,Transit,2016,5.11177904,,3.05,,,,,6846,1.88,1.54,300.3323404,44.9861065
Kepler-1519 b,1,1,Transit,2016,240.7989397,,7.06,,,,,5644,0.91,0.94,296.6679448,49.4617774
Kepler-152 b,1,2,Transit,2014,18.207973,0.124,2.79,,,,,5088,0.72,,286.8653826,41.9889571
Kepler-152 c,1,2,Transit,2014,88.255055,0.356,2.39,,,,,5088,0.72,,286.8653826,41.9889571
Kepler-1520 b,1,1,Transit,2016,0.65355357,,5.77,,,,,4677,0.71,0.76,290.9662102,51.5047656
Kepler-1521 b,1,1,Transit,2016,47.14840805,,2.5,,,,,5042,0.76,0.81,292.6903779,37.8350549
Kepler-1522 b,1,1,Transit,2016,1.84788917,,1.73,,,,,5706,0.93,0.96,289.8432347,52.0702094
Kepler-1523 b,1,1,Transit,2016,0.93875077,,1.58,,,,,5708,0.96,0.97,296.0540705,45.8270447
Kepler-1524 b,1,1,Transit,2016,70.9674603,,3.54,,,,,6179,1.25,1.17,293.8853557,39.5198348
Kepler-1525 b,1,1,Transit,2016,2.41660118,,0.91,,,,,5748,1.04,1.07,290.5594479,49.9428629
Kepler-1526 b,1,1,Transit,2016,3.908632,,2.43,,,,,4601,0.69,0.73,285.1197266,38.8664618
Kepler-1527 b,1,1,Transit,2016,160.129918,,4.77,,,,,6224,1.32,1.21,297.4144457,46.0608077
Kepler-1528 b,1,1,Transit,2016,1.79111021,,1.46,,,,,5857,1.03,1.03,287.4029864,46.5740084
Kepler-1529 b,1,1,Transit,2016,5.33905686,,2.1,,,,,5048,0.77,0.81,289.8707469,41.0407482
Kepler-153 b,1,2,Transit,2014,18.870227,0.129,2.92,,,,,5404,0.89,,282.460502,48.2570293
Kepler-153 c,1,2,Transit,2014,46.90232,0.237,2.53,,,,,5404,0.89,,282.460502,48.2570293
Kepler-1530 b,1,2,Transit,2016,2.5904434,,1.64,,,,,5477,0.88,0.92,288.1624396,48.165153
Kepler-1530 c,1,2,Transit,2016,5.3227406,,1.65,,,,,5477,0.88,0.92,288.1624396,48.165153
Kepler-1531 b,1,1,Transit,2016,1.13854338,,1.11,,,,,6260,1.27,1.16,285.146622,39.3708055
Kepler-1532 b,1,1,Transit,2016,1.09366356,,1.35,,,,,5559,0.88,0.91,296.902784,41.1981424
Kepler-1533 b,1,1,Transit,2016,308.5471,,3.46,,,,,6431,1.51,1.31,295.9755645,44.7133739
Kepler-1534 b,1,1,Transit,2016,5.71668872,,1.89,,,,,5442,0.86,0.9,292.395373,43.8691326
Kepler-1535 b,1,1,Transit,2016,138.9442,,2.55,,,,,6021,1.11,1.08,286.613685,38.8919507
Kepler-1536 b,1,1,Transit,2016,364.758031,,3.14,,,,,4434,0.67,0.71,291.5852554,45.7158742
Kepler-1537 b,1,1,Transit,2016,1.4444538,,1.18,,,,,5079,0.77,0.81,294.3853917,43.8254461
Kepler-1538 b,1,1,Transit,2016,175.138819,,2.82,,,,,5837,1.03,1.03,283.345611,45.2743573
Kepler-1539 b,1,1,Transit,2016,133.3036741,,2.7,,,,,5176,0.8,0.84,284.2194566,44.2685146
Kepler-154 b,1,5,Transit,2014,33.040532,0.198,2.26,,,,,5690,1,,289.7805393,49.8965624
Kepler-154 c,1,5,Transit,2014,62.303276,0.303,2.95,,,,,5690,1,,289.7805393,49.8965624
Kepler-154 d,1,5,Transit,2016,20.54981883,,3.84,,,,,5769,0.98,0.98,289.7805393,49.8965624
Kepler-154 e,1,5,Transit,2016,3.93276465,,1.5,,,,,5769,0.98,0.98,289.7805393,49.8965624
Kepler-154 f,1,5,Transit,2016,9.91935684,,1.5,,,,,5769,0.98,0.98,289.7805393,49.8965624
Kepler-1540 b,2,1,Transit,2016,125.4131177,,2.49,,,,,4540,0.69,0.74,283.3445555,41.2017544
Kepler-1541 b,1,1,Transit,2016,8.40691199,,1.16,,,,,5282,0.81,0.86,283.7870875,48.0296019
Kepler-1542 b,1,4,Transit,2016,3.95116882,,0.76,,,,,5564,0.99,0.94,285.7284757,42.6544651
Kepler-1542 c,1,4,Transit,2016,2.89223021,,0.65,,,,,5564,0.99,0.94,285.7284757,42.6544651
Kepler-1542 d,1,4,Transit,2016,5.99273738,,0.87,,,,,5564,0.99,0.94,285.7284757,42.6544651
Kepler-1542 e,1,4,Transit,2016,5.10115756,,0.76,,,,,5564,0.99,0.94,285.7284757,42.6544651
Kepler-1543 b,1,1,Transit,2016,6.96710269,,2.71,,,,,6561,1.65,1.39,297.1242915,47.0369876
Kepler-1544 b,1,1,Transit,2016,168.811174,,1.78,,,,,4886,0.74,0.81,297.2852168,49.2124526
Kepler-1545 b,1,1,Transit,2016,163.692349,,2.7,,,,,5201,0.8,0.84,298.8988313,47.4630696
Kepler-1546 b,1,1,Transit,2016,19.5974971,,3.13,,,,,5623,0.93,0.95,297.5839183,41.5411993
Kepler-1547 b,1,1,Transit,2016,0.69297968,,0.9,,,,,6078,1.18,1.12,283.7640396,42.2220992
Kepler-1548 b,1,1,Transit,2016,124.828679,,2.64,,,,,5706,0.97,0.99,287.4711817,46.0805706
Kepler-1549 b,1,1,Transit,2016,214.886545,,2.57,,,,,5324,0.84,0.88,286.0524399,39.0960281
Kepler-155 b,1,2,Transit,2014,5.931194,0.056,2.09,,,,,4508,0.62,,288.4957831,51.0819286
Kepler-155 c,1,2,Transit,2014,52.661793,0.242,2.24,,,,,4508,0.62,,288.4957831,51.0819286
Kepler-1550 b,1,1,Transit,2016,225.582809,,3.02,,,,,5991,1.11,1.07,287.7646113,38.2947076
Kepler-1551 b,1,1,Transit,2016,24.4973698,,2.66,,,,,6136,1.22,1.14,295.7855238,39.9078956
Kepler-1552 b,1,1,Transit,2016,184.771853,,2.47,,,,,5202,0.78,0.85,291.6768669,38.8749152
Kepler-1553 b,1,1,Transit,2016,4.24261881,,1.15,,,,,5288,0.81,0.85,291.9191348,39.0221769
Kepler-1554 b,1,1,Transit,2016,198.088774,,2.9,,,,,5297,0.81,0.84,286.576016,41.7415762
Kepler-1555 b,1,1,Transit,2016,8.10501635,,1.61,,,,,5866,1.06,1.04,287.6354587,45.7160327
Kepler-1556 b,1,1,Transit,2016,8.82713457,,1.96,,,,,5608,0.95,0.97,288.3969751,40.2131892
Kepler-1557 b,1,1,Transit,2016,3.74032496,,1.53,,,,,6099,1.17,1.11,293.8813592,46.8388172
Kepler-1558 b,1,1,Transit,2016,3.50470358,,0.68,,,,,5101,0.79,0.83,286.8194349,46.9117837
Kepler-1559 b,1,1,Transit,2016,0.97191543,,0.72,,,,,5316,0.82,0.86,292.2866565,42.0725948
Kepler-156 b,1,2,Transit,2014,4.973456,0.054,2.3,,,,,5094,0.81,,290.2964214,37.7494271
Kepler-156 c,1,2,Transit,2014,15.906801,0.117,2.55,,,,,5094,0.81,,290.2964214,37.7494271
Kepler-1560 b,1,1,Transit,2016,3.03195744,,0.89,,,,,5815,1.02,1.02,292.7846013,43.21601
Kepler-1561 b,1,1,Transit,2016,1.00520701,,1.09,,,,,5957,1.11,1.07,296.9235822,43.5664628
Kepler-1562 b,1,1,Transit,2016,64.2737752,,3.55,,,,,5760,1.05,1.02,294.4556567,46.7435353
Kepler-1563 b,1,1,Transit,2016,3.43276598,,0.75,,,,,5765,0.99,1,288.5735936,51.4727698
Kepler-1564 b,1,1,Transit,2016,18.0540381,,1.47,,,,,5528,0.9,0.93,290.5861316,46.6427486
Kepler-1565 b,1,1,Transit,2016,1.53818844,,1.19,,,,,4940,0.73,0.76,297.9529793,40.8067876
Kepler-1566 b,1,1,Transit,2016,0.53991524,,0.79,,,,,5254,0.81,0.84,283.5875459,40.5749018
Kepler-1567 b,1,1,Transit,2016,153.979578,,2.73,,,,,5655,0.93,0.95,286.695153,40.2918894
Kepler-1568 b,1,1,Transit,2016,20.925392,,1.3,,,,,5956,1.19,1.09,289.1826808,47.8733301
Kepler-1569 b,1,1,Transit,2016,5.79180156,,1.68,,,,,6319,1.4,1.25,292.2046748,37.2212065
Kepler-157 b,1,3,Transit,2014,1.732342,0.028,1.32,,,,,5774,1.04,,291.0972257,38.8756049
Kepler-157 c,1,3,Transit,2014,13.5405,0.11,2.24,,,,,5774,1.04,,291.0972257,38.8756049
Kepler-157 d,1,3,Transit,2016,7.02573474,,1.46,,,,,5866,1.03,1.02,291.0972257,38.8756049
Kepler-1570 b,1,1,Transit,2016,26.548955,,1.07,,,,,5550,0.89,0.92,299.8617842,45.8274232
Kepler-1571 b,1,1,Transit,2016,3.38555488,,1.52,,,,,6297,1.39,1.23,300.9354067,45.5964836
Kepler-1572 b,1,1,Transit,2016,5.49548621,,0.94,,,,,5618,0.95,0.97,281.8973341,46.7227061
Kepler-1573 b,1,1,Transit,2016,2.6157554,,1.2,,,,,5808,1,1.01,292.9883129,49.4849664
Kepler-1574 b,1,1,Transit,2016,6.9424334,,1.29,,,,,5892,1.08,1.06,292.1586689,49.6377914
Kepler-1575 b,1,1,Transit,2016,2.55314213,,1.31,,,,,5667,0.92,0.95,293.7432102,45.7615507
Kepler-1576 b,1,1,Transit,2016,6.98471973,,1.04,,,,,5876,1.06,1.05,289.0739641,40.3660239
Kepler-1577 b,1,1,Transit,2016,6.30560247,,1.13,,,,,4862,0.74,0.78,292.9552704,47.5730433
Kepler-1578 b,1,1,Transit,2016,1.45088691,,1.04,,,,,5545,0.86,0.9,288.3021104,47.7756227
Kepler-1579 b,1,1,Transit,2016,0.84990789,,0.84,,,,,4584,0.7,0.75,293.288022,43.5149061
Kepler-158 b,1,2,Transit,2014,16.709184,0.111,2.12,,,,,4623,0.62,,284.0323723,39.7815365
Kepler-158 c,1,2,Transit,2014,28.551383,0.158,1.9,,,,,4623,0.62,,284.0323723,39.7815365
Kepler-1580 b,1,1,Transit,2016,56.6449279,,2.11,,,,,6228,2.15,1.47,285.9687099,41.3635264
Kepler-1581 b,1,1,Transit,2016,6.28385491,,0.8,,,,,6022,1.23,1.12,287.3713199,39.6036225
Kepler-1582 b,1,1,Transit,2016,4.83817712,,1.49,,,,,3208,0.3,0.28,289.3765441,41.1580845
Kepler-1583 b,1,1,Transit,2016,9.32807355,,0.6,,,,,5645,0.91,0.94,286.3869335,47.0165188
Kepler-1584 b,1,1,Transit,2016,13.3997099,,1.61,,,,,6069,1.13,1.1,287.7626791,43.2743929
Kepler-1585 b,1,1,Transit,2016,3.5827463,,1.79,,,,,5538,0.91,0.94,296.1589897,44.5630457
Kepler-1586 b,1,1,Transit,2016,15.6049212,,1.52,,,,,6681,1.75,1.45,298.2026236,44.9258585
Kepler-1587 b,1,1,Transit,2016,9.4060467,,1.33,,,,,5933,1.22,1.08,292.6777294,49.6638666
Kepler-1588 b,1,1,Transit,2016,7.84931739,,0.76,,,,,5817,0.99,0.96,288.2327232,48.0021967
Kepler-1589 b,1,1,Transit,2016,0.99166527,,1.09,,,,,6166,1.25,1.18,294.4418236,40.5716114
Kepler-159 b,1,2,Transit,2014,10.139623,0.082,2.38,,,,,4625,0.66,,297.0702037,40.868734
Kepler-159 c,1,2,Transit,2014,43.595792,0.218,3.41,,,,,4625,0.66,,297.0702037,40.868734
Kepler-1590 b,1,1,Transit,2016,7.61760804,,1.14,,,,,6053,1.16,1.11,291.4079141,48.0178915
Kepler-1591 b,1,1,Transit,2016,8.18504949,,1.27,,,,,6082,1.16,1.1,296.5166659,44.6086233
Kepler-1592 b,1,1,Transit,2016,3.05710069,,1.54,,,,,6213,1.28,1.18,293.850623,38.3977379
Kepler-1593 b,1,1,Transit,2016,174.509835,,3.17,,,,,4995,0.77,0.81,300.4882018,44.4606698
Kepler-1594 b,1,1,Transit,2016,2.71603809,,1.06,,,,,5946,1.08,1.06,293.6230451,47.9619127
Kepler-1595 b,1,1,Transit,2016,4.56380468,,1.23,,,,,5203,0.8,0.84,285.7227502,43.0094855
Kepler-1596 b,1,1,Transit,2016,66.373379,,1.9,,,,,5706,0.92,0.95,285.5575066,49.3300866
Kepler-1597 b,1,1,Transit,2016,2.94654179,,1.06,,,,,6377,1.39,1.25,288.1639687,42.4810124
Kepler-1598 b,1,1,Transit,2016,4.34195123,,0.95,,,,,5940,1.09,1.07,288.469107,46.7836464
Kepler-1599 b,1,1,Transit,2016,122.363553,,1.62,,,,,5767,0.99,0.99,286.2208685,41.1511886
Kepler-16 b,2,1,Transit,2011,228.776,0.7048,8.449,105.833,0.0069,,,4450,0.65,0.69,289.0758307,51.757229
Kepler-160 b,1,3,Transit,2014,4.309397,0.05511,1.715,,,,,5471,1.12,,287.773573,42.8692755
Kepler-160 c,1,3,Transit,2014,13.699429,0.1192,3.76,,,,,5471,1.12,,287.773573,42.8692755
Kepler-160 d,1,3,Transit Timing Variations,2020,30,0.17,,100,,,,5471,1.12,,287.773573,42.8692755
Kepler-1600 b,1,1,Transit,2016,386.370548,,3.13,,,,,5214,0.82,0.86,291.3993802,38.7877563
Kepler-1601 b,1,1,Transit,2016,2.20921951,,0.82,,,,,5869,1.07,1.04,285.5129496,38.079839
Kepler-1602 b,1,1,Transit,2016,11.17931605,,1.34,,,,,6296,1.36,1.22,293.5808607,40.4275396
Kepler-1603 b,1,1,Transit,2016,2.27163926,,1.29,,,,,6241,1.31,1.21,295.3298254,42.5349698
Kepler-1604 b,1,1,Transit,2016,0.68368426,,1.41,,,,,4976,0.76,0.81,285.4106549,44.4122318
Kepler-1605 b,1,1,Transit,2016,85.7565495,,1.08,,,,,5280,0.82,0.86,287.1349405,47.4886251
Kepler-1606 b,1,1,Transit,2016,196.435224,,2.07,,,,,5422,0.86,0.9,286.3782987,43.0732287
Kepler-1607 b,1,1,Transit,2016,13.6473676,,0.92,,,,,6116,1.21,1.14,296.0598685,42.6560582
Kepler-1608 b,1,1,Transit,2016,16.4735686,,1.73,,,,,4992,0.72,0.75,295.563555,39.41757
Kepler-1609 b,1,1,Transit,2016,114.34219,,2.22,,,,,6132,1.27,1.18,290.1465356,39.6658026
Kepler-161 b,1,2,Transit,2014,4.921355,0.054,2.12,,,,,5078,0.81,,290.5164698,43.0838642
Kepler-161 c,1,2,Transit,2014,7.06424,0.068,2.05,,,,,5078,0.81,,290.5164698,43.0838642
Kepler-1610 b,1,1,Transit,2016,8.70181574,,1.61,,,,,5383,0.87,0.91,295.9049795,45.4054296
Kepler-1611 b,1,1,Transit,2016,5.1762429,,0.81,,,,,5605,0.93,0.94,296.5120204,49.7277506
Kepler-1612 b,1,1,Transit,2016,3.91795101,,1.03,,,,,5643,0.94,0.96,291.2503022,45.6550536
Kepler-1613 b,1,1,Transit,2016,1.5184299,,2.08,,,,,6005,1.12,1.08,289.8750066,43.4209318
Kepler-1614 b,1,1,Transit,2016,3.9466141,,1.49,,,,,5121,0.76,0.79,284.8713893,49.7758867
Kepler-1615 b,1,1,Transit,2016,47.3126192,,2.06,,,,,5865,1.05,1.04,286.3592066,42.2273971
Kepler-1616 b,1,1,Transit,2016,6.76284377,,1.02,,,,,6266,1.34,1.21,286.5436691,45.3048716
Kepler-1617 b,1,1,Transit,2016,27.4785572,,1.2,,,,,6167,1.22,1.15,287.9371747,46.4184781
Kepler-1618 b,1,1,Transit,2016,6.10826019,,1.26,,,,,6620,1.65,1.41,295.1753619,45.9308594
Kepler-1619 b,1,1,Transit,2016,23.6225913,,0.76,,,,,5852,1,1,285.703595,44.4221528
Kepler-162 b,1,2,Transit,2014,6.919798,0.069,1.26,,,,,5816,0.96,,297.2789115,43.7239693
Kepler-162 c,1,2,Transit,2014,19.446355,0.137,3.03,,,,,5816,0.96,,297.2789115,43.7239693
Kepler-1620 b,1,1,Transit,2016,101.951829,,1.61,,,,,6157,1.23,1.15,297.2709026,46.9284743
Kepler-1621 b,1,1,Transit,2016,92.263714,,2.16,,,,,6158,1.24,1.15,297.5885341,43.8411937
Kepler-1622 b,1,1,Transit,2016,10.8118737,,1.47,,,,,6436,1.5,1.31,297.3288329,47.815459
Kepler-1623 b,1,1,Transit,2016,4.36128348,,1.31,,,,,5772,1,1,294.082697,39.5560655
Kepler-1624 b,1,1,Transit,2016,3.29030452,,5.7,,,,,3636,0.47,0.5,292.5798564,37.3762616
Kepler-1625 b,1,1,Transit,2016,287.378949,,6.06,,,,,5677,0.94,0.96,295.429322,39.8865068
Kepler-1626 b,1,1,Transit,2016,4.13962966,,2.02,,,,,6826,1.85,1.51,296.5004384,40.7212069
Kepler-1627 b,1,1,Transit,2016,7.20283653,,3.69,,,,,5445,0.84,0.87,284.0566675,41.5767277
Kepler-1628 b,1,1,Transit,2016,76.378033,,6.43,,,,,3724,0.52,0.55,281.6336936,43.4115547
Kepler-1629 b,1,1,Transit,2016,3.87595807,,0.77,,,,,5776,1.01,1.01,280.2066276,43.7743281
Kepler-163 b,1,2,Transit,2014,7.810937,0.078,1.05,,,,,5776,0.92,,295.0027458,46.9873389
Kepler-163 c,1,2,Transit,2014,21.347262,0.152,2.26,,,,,5776,0.92,,295.0027458,46.9873389
